@RELATION ./Datasets/MP3/newtrain.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
0.9103,1054000.0,11640000.0,-1110000000000.0,-12270000000000.0,-135600000000000.0,2.34e+18,110400000000000.0,1220000000000000.0,3.157e+21,0.4661,1210.0,7315.0,2551000000.0,21800000000.0,170300000000.0,8063000000000000.0,196000000000.0,1531000000000.0,5.95e+18,74.12,6.234,1855.0,237.0,0.6155,0.04992,-0.984,0.4813,0.09897,0.1337,0.1387,0.08746,0.03085,0.1082,0.1074,0.0,0.03429,0.2823,0.1952,0.1234,0.1289,0.09536,0.1062,0.09068,0.08982,0.0,-144.8,14.57,0.8083,-2.529,-0.9685,5.499,3.419,2.71,1.833,1.46,-1.095,-1.563,-2.625,12.6,3.727,1.853,1.646,1.927,2.104,2.106,1.953,2.008,1.94,1.678,1.772,1.695,0.09117,26.62,1947.0,225700.0,40690000.0,0.06139,13.19,1328.0,129900.0,25890000.0,17.65,16.21,-5.169,1.217,0.05266,0.02521,8.071,5.173,0.0001571,0.0003632,0.03819,0.04523,0.001369,0.0006778,192.9,15.42,210.2,126.4,252.2,161.7,333.3,217.0,21.33,13.89,Folk,005157.mp3
1.513,1767000.0,19520000.0,-3122000000000.0,-34490000000000.0,-381000000000000.0,1.103e+19,310300000000000.0,3429000000000000.0,1.487e+22,0.4395,1206.0,13130.0,4262000000.0,46740000000.0,512800000000.0,2.259e+16,420600000000.0,4615000000000.0,3.003e+19,167.1,47.1,1663.0,199.4,0.4975,0.0651,-0.9234,0.7528,-0.1386,0.2794,0.125,0.1183,0.08607,-0.01188,-0.02928,0.0,0.04319,0.1583,0.2692,0.1271,0.1344,0.1208,0.1178,0.113,0.1049,0.0,-122.4,3.249,-0.1406,-1.811,-0.78,-4.35,-4.634,-1.291,0.8467,-3.901,-4.293,0.339,2.218,9.508,3.34,1.698,2.131,1.988,3.279,2.391,2.657,2.222,2.058,2.349,2.469,1.802,0.1511,48.13,2192.0,192600.0,31660000.0,0.04799,7.901,639.1,52390.0,9586000.0,56.4,39.06,-5.311,1.29,0.07362,0.03301,26.87,7.262,0.0001308,0.0001727,0.1318,0.05786,0.001893,0.0009018,220.6,1.109e-12,766.9,367.7,839.8,227.0,926.7,263.6,59.31,16.87,Folk,010438.mp3
1.667,16950000.0,195000000.0,-287300000000000.0,-3304000000000000.0,-3.801e+16,9.738e+21,2.975e+16,3.422e+17,1.482e+25,0.643,1204.0,8553.0,40810000000.0,379700000000.0,3335000000000.0,2.075e+18,3419000000000.0,30030000000000.0,1.951e+21,176.5,30.35,1740.0,290.3,0.5551,0.052,-0.9705,0.6556,-0.2318,0.1761,0.1948,0.08644,0.07865,0.1053,0.04819,0.0,0.04245,0.1883,0.314,0.1958,0.1355,0.1284,0.1127,0.1237,0.1028,0.0,-127.2,12.05,-0.7278,-1.001,-0.1099,5.192,1.297,-3.346,1.331,0.1461,-0.3073,-0.6382,-0.4458,17.2,4.907,2.174,2.167,2.643,3.515,2.618,2.62,2.172,1.941,2.743,2.502,2.123,0.1663,28.15,1343.0,115300.0,19200000.0,0.09636,13.2,914.4,68930.0,14170000.0,37.34,27.16,-5.163,1.29,0.08339,0.03927,12.39,7.419,0.0003095,0.0009093,0.06881,0.06645,0.002153,0.001027,207.7,22.3,295.2,143.0,387.1,231.8,462.9,218.0,29.63,13.95,Folk,091937.mp3
1.185,13680000.0,158100000.0,-187100000000000.0,-2162000000000000.0,-2.499e+16,5.117e+21,1.947e+16,2.251e+17,7.903e+24,0.5717,1208.0,9079.0,33040000000.0,314600000000.0,2871000000000.0,1.356e+18,2830000000000.0,25810000000000.0,1.362e+21,106.8,52.31,1669.0,270.3,0.6281,0.03404,-0.9675,0.4887,0.1282,0.05099,0.08361,0.06623,0.04436,0.04696,0.06756,0.0,0.05953,0.3531,0.2715,0.1736,0.1423,0.1175,0.1062,0.1117,0.1071,0.0,-140.4,14.03,-1.11,-1.692,-2.206,3.372,2.577,0.0841,-2.811,-1.457,1.291,0.5497,0.8258,17.3,5.063,2.194,2.103,2.275,3.789,3.339,2.309,2.306,2.172,2.323,2.623,2.284,0.1185,33.11,2469.0,275900.0,51890000.0,0.08118,17.37,1698.0,155400.0,30300000.0,32.57,25.47,-4.848,1.38,0.06376,0.04327,11.99,8.14,0.0003975,0.001012,0.0658,0.07111,0.001641,0.001165,190.9,15.06,299.4,232.3,374.6,254.4,476.6,303.6,30.5,19.43,Folk,073587.mp3
4.163,1800000.0,19800000.0,-3241000000000.0,-35640000000000.0,-392000000000000.0,1.167e+19,320700000000000.0,3527000000000000.0,1.552e+22,0.7941,1209.0,6030.0,4352000000.0,34770000000.0,238800000000.0,2.351e+16,312900000000.0,2149000000000.0,1.418e+19,1128.0,32.84,1692.0,173.6,0.4698,0.03635,-0.9802,0.7758,-0.04388,0.1577,0.1028,-0.02603,-0.02355,-0.02139,0.01274,0.0,0.01243,0.1267,0.2751,0.1763,0.1366,0.1185,0.1345,0.1092,0.1163,0.0,-105.0,17.83,-0.3498,-1.402,-0.7445,1.624,-1.963,0.5423,-1.404,-2.464,0.914,-1.826,1.589,12.89,4.651,1.738,1.703,1.604,3.384,2.055,2.356,1.824,2.019,1.861,1.845,1.765,0.4151,23.03,890.1,91060.0,14570000.0,0.1075,6.718,501.4,56940.0,10390000.0,42.5,24.61,-4.318,1.224,0.2074,0.03904,12.2,3.812,0.002005,0.001784,0.06666,0.02665,0.00535,0.001102,217.2,7.411,345.0,167.1,381.2,119.1,441.0,148.2,28.23,9.487,Folk,010458.mp3
0.8503,60420.0,673500.0,-3651000000.0,-40700000000.0,-453600000000.0,441600000000000.0,366000000000.0,4080000000000.0,6.113e+17,0.9295,1242.0,10580.0,150100000.0,1474000000.0,14280000000.0,27210000000000.0,13370000000.0,129700000000.0,2.89e+16,38.47,15.9,1845.0,279.2,0.6609,0.0933,-0.9492,0.7407,-0.04262,0.1541,0.097,0.07273,0.02129,0.05698,0.05498,0.0,0.04847,0.1925,0.2689,0.1487,0.1185,0.152,0.1494,0.1347,0.1081,0.0,-165.5,8.866,-0.2676,0.2297,-0.5286,-3.072,-2.85,-0.4147,0.8362,-0.1637,-0.1449,-1.071,0.3153,39.34,8.535,4.122,3.991,3.347,4.682,3.692,3.477,3.69,2.917,3.097,3.679,4.512,0.08466,35.79,1624.0,160500.0,27040000.0,0.1105,14.97,1101.0,98300.0,18640000.0,30.85,30.85,-6.243,2.146,0.04621,0.05207,19.76,10.61,0.0002052,0.0008222,0.1007,0.05939,0.00119,0.00137,171.1,54.05,531.2,390.6,617.4,331.5,661.0,367.1,42.3,23.49,Folk,000207.mp3
1.405,15560000.0,179400000.0,-242100000000000.0,-2792000000000000.0,-3.22e+16,7.535e+21,2.514e+16,2.899e+17,1.156e+25,0.2289,1205.0,6330.0,37490000000.0,314700000000.0,2272000000000.0,1.75e+18,2832000000000.0,20440000000000.0,1.223e+21,147.1,18.89,1930.0,272.0,0.5417,0.07577,-0.9866,0.6832,0.0134,0.1396,0.1825,0.1142,0.04258,-0.004796,0.02049,0.0,0.004728,0.1328,0.1833,0.1188,0.1023,0.09647,0.09406,0.08514,0.08414,0.0,-128.9,16.58,-1.019,-1.098,-0.6471,6.03,-0.8521,-2.138,1.1,-1.861,-0.5177,0.5806,0.09419,9.739,2.402,1.672,1.289,2.121,1.784,1.72,1.614,1.656,1.572,1.703,1.71,1.643,0.1403,23.4,1241.0,142100.0,23720000.0,0.03631,5.111,590.7,77490.0,14770000.0,25.07,14.23,-5.249,1.325,0.07353,0.02261,9.637,1.522,0.0002013,0.0003509,0.05087,0.009348,0.001901,0.0006165,203.6,6.192,252.0,86.41,301.2,47.58,362.4,84.54,23.2,5.411,Folk,085436.mp3
3.956,1783000.0,19650000.0,-3181000000000.0,-35050000000000.0,-386200000000000.0,1.135e+19,315400000000000.0,3475000000000000.0,1.518e+22,0.4571,1209.0,8656.0,4312000000.0,39190000000.0,340200000000.0,2.307e+16,352700000000.0,3062000000000.0,2.005e+19,737.8,83.72,1619.0,151.9,0.4851,0.034,-0.9634,0.7804,-0.2586,0.2078,0.03646,-0.007549,0.08893,0.06978,0.02062,0.0,0.01978,0.09046,0.2075,0.1669,0.1453,0.1324,0.1211,0.1056,0.08905,0.0,-98.71,9.863,-1.023,-0.2209,-0.3573,-1.381,-1.339,-2.474,-0.9257,-1.579,-2.723,-0.6903,-0.2995,8.155,2.737,1.744,2.226,2.101,2.866,2.096,2.545,1.913,1.818,1.962,2.022,2.26,0.3952,32.0,1263.0,110500.0,16880000.0,0.0587,4.839,259.0,22940.0,4146000.0,61.83,28.13,-4.685,1.151,0.168,0.02452,17.18,4.833,0.001353,0.0009106,0.09424,0.03668,0.004269,0.0007162,220.6,1.081e-12,486.3,230.9,536.8,151.0,631.5,177.9,40.42,11.39,Folk,010442.mp3
1.529,15080000.0,174100000.0,-227600000000000.0,-2627000000000000.0,-3.032e+16,6.865e+21,2.365e+16,2.73e+17,1.056e+25,0.63,1189.0,8566.0,35870000000.0,336300000000.0,2983000000000.0,1.623e+18,3023000000000.0,26810000000000.0,1.559e+21,157.8,29.01,1674.0,248.8,0.5753,0.06884,-0.9808,0.5136,0.2164,0.1412,0.05574,0.1523,0.02319,0.03794,0.0259,0.0,0.01774,0.3681,0.2319,0.1576,0.1516,0.1249,0.1094,0.09508,0.09482,0.0,-131.2,16.13,-0.71,-0.03195,0.5685,3.48,0.3374,-1.577,-0.3623,-1.528,-1.181,-1.768,-1.384,16.73,4.005,2.018,2.556,2.317,3.723,2.673,2.421,2.305,2.201,1.888,2.271,1.752,0.153,30.79,2286.0,279900.0,51290000.0,0.08838,13.07,1565.0,161300.0,30740000.0,30.65,21.6,-4.735,1.344,0.08219,0.0424,10.75,3.616,0.0005131,0.0009122,0.05376,0.03115,0.002126,0.001149,196.6,16.17,276.9,114.0,336.0,113.0,399.8,167.9,25.59,10.75,Folk,082892.mp3
1.056,43640.0,511500.0,-1905000000.0,-22330000000.0,-261700000000.0,166500000000000.0,200700000000.0,2353000000000.0,2.679e+17,0.8922,1211.0,9818.0,105700000.0,1047000000.0,10050000000.0,13840000000000.0,9391000000.0,90100000000.0,1.544e+16,52.98,29.41,1850.0,246.9,0.6182,0.1052,-0.9596,0.6829,-0.2062,0.1365,0.05542,0.05661,0.01167,0.0408,0.0645,0.0,0.04272,0.1409,0.24,0.1646,0.1181,0.1076,0.1042,0.114,0.1011,0.0,-140.5,10.11,-1.428,0.2647,-1.017,-0.7504,0.6937,-0.7415,0.8509,-0.5426,-0.2555,-0.9327,-0.744,26.49,6.757,2.336,1.881,1.869,3.706,3.718,2.851,2.753,2.026,2.141,2.227,2.403,0.1052,33.2,1452.0,126700.0,20310000.0,0.1011,12.93,759.3,59320.0,10690000.0,48.62,33.51,-6.031,1.55,0.04504,0.0382,15.52,8.95,0.0001327,0.000388,0.08787,0.05693,0.001142,0.0009668,179.0,54.21,343.4,260.1,485.1,279.7,581.8,321.1,37.24,20.55,Folk,000197.mp3
3.909,198200.0,2273000.0,-39280000000.0,-450600000000.0,-5169000000000.0,1.557e+16,4052000000000.0,46480000000000.0,2.35e+19,0.6813,1209.0,21030.0,479100000.0,6915000000.0,95620000000.0,284900000000000.0,62180000000.0,859800000000.0,6.521e+17,386.7,20.12,1606.0,141.8,0.4834,0.05795,-0.8237,0.09972,0.05007,0.168,0.07993,0.09687,0.1178,0.0714,0.007328,0.0,0.1884,0.2294,0.2157,0.1545,0.12,0.1087,0.1112,0.1182,0.12,0.0,-103.9,2.689,0.8702,-3.308,-2.189,0.2055,-5.622,-0.6902,1.128,-2.864,1.734,2.403,1.02,10.77,4.967,1.706,1.87,1.696,3.295,2.491,2.099,2.117,2.067,1.579,2.221,2.328,0.3906,78.37,5050.0,307300.0,67670000.0,0.08094,19.1,739.5,127000.0,10880000.0,73.88,63.32,-4.68,1.24,0.1229,0.0329,34.41,22.05,0.0008558,0.000648,0.2175,0.1997,0.002926,0.0009555,220.1,4.798,549.0,452.0,1075.0,688.9,1359.0,705.2,86.96,45.13,Folk,000718.mp3
1.081,25930000.0,292800000.0,-672400000000000.0,-7592000000000000.0,-8.572e+16,3.487e+22,6.836e+16,7.719e+17,5.02e+25,0.8629,1196.0,6191.0,62040000000.0,510700000000.0,3625000000000.0,4.826e+18,4586000000000.0,32510000000000.0,3.184e+21,87.96,93.4,1581.0,202.2,0.5371,0.04476,-0.9869,0.6506,-0.0829,0.04818,0.1747,0.1057,0.09658,0.01337,0.0371,0.0,0.00846,0.1387,0.2552,0.1423,0.0876,0.0704,0.07389,0.07651,0.0756,0.0,-145.1,12.26,-1.178,-0.3318,0.4388,4.248,4.061,-0.5379,0.7623,-3.104,-1.581,-1.255,-0.8207,29.89,3.342,1.328,1.206,1.09,2.335,1.914,1.502,1.425,1.592,1.245,1.679,1.641,0.1083,24.16,1295.0,136400.0,22840000.0,0.08788,5.339,505.4,70980.0,14050000.0,31.29,18.09,-5.861,1.327,0.05167,0.04187,8.336,1.979,8.901e-05,0.0001182,0.04255,0.0121,0.001333,0.001082,216.3,7.039,232.6,105.0,260.5,61.84,336.6,98.0,21.54,6.272,Folk,126455.mp3
3.674,2770000.0,31510000.0,-7671000000000.0,-87280000000000.0,-993100000000000.0,4.249e+19,785900000000000.0,8942000000000000.0,6.259e+22,0.6976,1208.0,12860.0,6690000000.0,73660000000.0,810200000000.0,5.559e+16,663200000000.0,7294000000000.0,7.66e+19,575.4,72.9,1713.0,200.8,0.5769,0.03316,-0.9498,0.3303,-0.05267,0.07598,0.08955,0.0713,0.077,0.04805,0.04417,0.0,0.04897,0.248,0.1861,0.1746,0.1492,0.117,0.1162,0.1318,0.1279,0.0,-102.4,9.131,0.005176,0.1683,-0.1107,4.007,0.7073,0.5647,0.2692,-0.3884,-0.3764,-0.4267,-1.243,8.877,3.043,1.738,1.918,1.928,2.476,2.295,2.132,2.063,2.064,2.213,2.172,1.762,0.3678,47.27,3456.0,330100.0,60350000.0,0.1496,13.48,1186.0,84400.0,17430000.0,48.33,31.92,-3.955,1.215,0.15,0.0503,15.43,7.681,0.001791,0.002593,0.08563,0.07942,0.003739,0.001362,179.6,6.551,309.7,249.7,482.1,240.0,676.9,322.3,43.32,20.63,Folk,013928.mp3
2.112,12020000.0,138900000.0,-144400000000000.0,-1670000000000000.0,-1.93e+16,3.471e+21,1.503e+16,1.738e+17,5.363e+24,0.939,1203.0,7143.0,28920000000.0,252900000000.0,1985000000000.0,1.043e+18,2275000000000.0,17840000000000.0,8.272e+20,360.9,87.61,1897.0,316.8,0.5685,0.06255,-0.9845,0.5671,-0.03285,0.07963,0.1141,0.05067,-0.002289,-0.01478,-0.009966,0.0,0.03481,0.1765,0.2083,0.1196,0.1176,0.1138,0.1025,0.09758,0.09805,0.0,-125.9,13.4,-1.934,0.4544,-1.248,4.304,3.364,2.616,0.7748,-2.804,1.985,-0.4202,-2.077,37.17,4.028,1.528,1.986,1.639,2.557,2.385,2.008,2.067,1.685,2.146,1.85,1.844,0.2115,26.09,1696.0,193300.0,33680000.0,0.1103,9.617,904.3,100500.0,18920000.0,25.56,19.33,-4.485,1.333,0.1245,0.07751,8.158,3.436,0.0008487,0.001634,0.04271,0.03058,0.00323,0.002126,217.1,10.2,195.9,100.7,254.9,107.4,338.8,164.3,21.68,10.52,Folk,067011.mp3
1.228,15150000.0,174800000.0,-229400000000000.0,-2647000000000000.0,-3.054e+16,6.951e+21,2.384e+16,2.75e+17,1.068e+25,1.203,1209.0,6298.0,36630000000.0,306500000000.0,2201000000000.0,1.665e+18,2747000000000.0,19680000000000.0,1.154e+21,139.9,69.45,1641.0,167.7,0.627,0.1041,-0.9846,0.6782,0.1866,0.05764,0.01293,0.02335,0.006856,0.01544,-0.03217,0.0,0.02935,0.2492,0.2192,0.1713,0.1378,0.1495,0.1242,0.1285,0.09165,0.0,-151.3,21.24,-0.8717,0.2272,0.2188,2.953,-0.6545,-0.5046,4.048,-0.7331,-1.973,-1.223,-2.127,23.47,7.038,2.167,3.314,2.619,4.492,3.04,2.43,2.644,2.694,2.314,2.13,1.984,0.123,21.13,1205.0,142900.0,26200000.0,0.128,13.02,1246.0,121600.0,23070000.0,27.63,20.55,-5.874,1.732,0.07614,0.08096,9.135,4.639,0.0003741,0.001291,0.0517,0.04432,0.002009,0.002169,202.2,49.39,243.9,141.0,285.5,145.0,329.8,215.7,21.1,13.81,Folk,083437.mp3
8.229,11260000.0,130400000.0,-126900000000000.0,-1468000000000000.0,-1.699e+16,2.859e+21,1.322e+16,1.53e+17,4.43e+24,1.473,1209.0,9605.0,27240000000.0,265800000000.0,2504000000000.0,9.205e+17,2391000000000.0,22530000000000.0,9.793e+20,2867.0,98.83,1767.0,233.7,0.5695,0.03926,-0.9625,0.6891,-0.1294,-0.08857,-0.05943,0.02881,0.01305,-0.01439,-0.08932,0.0,0.01724,0.1552,0.2401,0.1109,0.1108,0.1247,0.09947,0.09495,0.09952,0.0,-83.34,8.805,-0.01193,-0.4196,-0.9621,-3.458,2.037,1.176,2.8,0.331,-0.008529,1.091,0.7964,9.812,2.613,1.532,1.452,1.344,2.579,1.929,2.271,2.088,1.712,1.721,1.562,1.51,0.8229,36.22,2038.0,219800.0,38500000.0,0.213,6.312,678.7,78250.0,15000000.0,66.35,31.19,-3.743,1.338,0.3277,0.09333,14.83,5.399,0.009232,0.01025,0.1023,0.03868,0.008231,0.002569,163.2,1.759,246.0,257.3,463.5,168.7,630.4,196.8,40.34,12.59,Folk,063257.mp3
2.692,13670000.0,158100000.0,-186900000000000.0,-2161000000000000.0,-2.499e+16,5.112e+21,1.946e+16,2.25e+17,7.899e+24,0.7588,1210.0,7086.0,33080000000.0,288100000000.0,2240000000000.0,1.357e+18,2591000000000.0,20140000000000.0,1.062e+21,647.8,175.3,1850.0,305.4,0.5113,0.051,-0.9777,0.7438,-0.02441,0.08419,0.05796,0.07562,0.0828,0.05054,0.0812,0.0,0.0235,0.1488,0.292,0.1601,0.1294,0.1123,0.119,0.09276,0.09533,0.0,-119.4,15.93,-2.298,-0.5534,-2.602,1.021,2.98,-3.226,-3.947,-4.108,0.3718,0.5169,-0.445,16.52,5.286,2.355,2.838,3.104,3.435,3.125,2.967,2.962,2.491,2.047,2.773,3.248,0.2689,25.23,1067.0,109300.0,18060000.0,0.1279,9.227,803.3,87290.0,15870000.0,28.55,21.06,-4.247,1.446,0.1618,0.07053,12.79,4.926,0.001549,0.003402,0.06545,0.04117,0.004208,0.001948,168.8,41.11,335.8,115.2,399.7,153.9,447.9,179.6,28.67,11.5,Folk,073585.mp3
2.335,35250.0,432000.0,-1244000000.0,-15240000000.0,-186700000000.0,87890000000000.0,137000000000.0,1679000000000.0,1.615e+17,1.237,1214.0,12410.0,85560000.0,962100000.0,10730000000.0,9057000000000.0,8645000000.0,96440000000.0,1.393e+16,179.1,58.19,1913.0,257.4,0.563,0.06421,-0.9295,0.5444,-0.259,0.1379,-0.01824,0.04804,-0.01775,0.02656,0.04571,0.0,0.09927,0.2039,0.1642,0.152,0.1214,0.1023,0.1056,0.1116,0.08784,0.0,-116.6,6.871,-0.3866,0.7246,0.06215,0.661,0.6735,-0.3589,0.5545,-0.05697,-0.03732,0.1865,-0.3877,42.37,3.935,1.768,1.947,1.873,2.624,1.801,2.44,1.836,2.011,1.595,2.069,1.834,0.2328,45.14,2412.0,194700.0,34070000.0,0.1513,15.35,1047.0,70440.0,14610000.0,72.95,44.33,-5.67,1.536,0.08244,0.04461,19.71,11.96,0.000353,0.0007195,0.1309,0.09958,0.002014,0.001096,182.4,53.06,329.4,325.1,615.8,373.7,807.5,414.1,51.68,26.5,Folk,000193.mp3
3.045,17230000.0,197700000.0,-297000000000000.0,-3407000000000000.0,-3.909e+16,1.024e+22,3.068e+16,3.519e+17,1.546e+25,1.856,1211.0,12640.0,41740000000.0,456500000000.0,4998000000000.0,2.158e+18,4128000000000.0,45210000000000.0,2.965e+21,388.4,180.4,1740.0,174.6,0.5251,0.07679,-0.9359,0.5302,0.03126,0.04303,0.1561,0.07053,0.02868,0.1196,0.007463,0.0,0.1096,0.3451,0.3222,0.2132,0.1614,0.1986,0.1449,0.1452,0.1063,0.0,-119.1,8.282,-1.53,-1.075,-0.3275,-0.5668,-3.169,-1.36,0.7272,-2.019,-3.278,-0.3912,-1.487,26.27,8.488,2.339,2.689,2.743,5.158,5.063,3.704,3.445,3.282,3.068,2.404,2.741,0.3066,42.6,2734.0,288000.0,54410000.0,0.2011,18.44,1550.0,154800.0,29820000.0,47.45,40.68,-4.985,1.517,0.1433,0.093,19.34,14.52,0.001007,0.001658,0.1109,0.1067,0.003692,0.002413,200.7,39.7,432.0,398.4,604.5,453.6,717.6,496.6,45.93,31.78,Folk,093712.mp3
