@RELATION ./Datasets/MP3/nominalswap.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre {Hip-Hop, Pop, Soundtrack, Instrumental, Folk}
@ATTRIBUTE title STRING

@DATA
1.595,3500000.0,39490000.0,-12250000000000.0,-138200000000000.0,-1560000000000000.0,8.573e+19,1244000000000000.0,1.404e+16,1.232e+23,0.4439,1211.0,16990.0,8476000000.0,107300000000.0,1342000000000.0,8.899e+16,967300000000.0,12100000000000.0,1.59e+20,79.15,15.93,1626.0,182.7,0.7141,0.02191,-0.8684,0.2397,-0.2408,-0.04924,-0.05816,0.04518,-0.01299,0.01464,0.01522,0.0,0.1268,0.279,0.2148,0.146,0.1137,0.1044,0.1324,0.1155,0.1166,0.0,-127.5,1.948,0.04479,-0.5662,-0.1056,3.892,2.04,0.3411,1.249,0.7026,0.7639,-0.9889,-0.2666,17.22,3.558,1.978,1.763,1.8,2.87,2.151,2.079,2.24,1.991,2.136,2.5,2.124,0.1589,62.55,4134.0,293600.0,59400000.0,0.1177,16.13,1110.0,102000.0,17290000.0,84.58,64.79,-4.672,1.68,0.0544,0.04258,25.5,17.86,0.0007893,0.001456,0.1931,0.1554,0.001293,0.001113,178.6,2.503e-12,368.1,682.3,796.9,558.2,1142.0,600.5,73.1,38.43,Hip-Hop,019438.mp3
5.406,31020000.0,347600000.0,-962400000000000.0,-1.078e+16,-1.209e+17,5.971e+22,9.71e+16,1.088e+18,8.403e+25,1.243,1158.0,13420.0,71870000000.0,818500000000.0,9328000000000.0,6.689e+18,7368000000000.0,83970000000000.0,9.729e+21,2010.0,281.4,1523.0,193.8,0.5173,0.03959,-0.9446,0.01876,-0.1274,-0.04353,0.0344,0.05412,0.08643,0.04561,0.05213,0.0,0.08885,0.2751,0.2036,0.1386,0.1531,0.1187,0.127,0.0893,0.07515,0.0,-112.8,3.024,0.2862,-0.1512,-0.4363,8.667,3.133,1.105,1.113,-0.2334,0.3112,0.935,0.7104,39.12,4.836,1.77,1.522,1.368,5.057,2.546,2.507,2.096,2.101,1.867,2.098,1.828,0.5398,49.25,4151.0,353800.0,72640000.0,0.2957,24.61,1690.0,118200.0,20790000.0,24.52,45.68,-3.316,1.289,0.2778,0.1273,10.66,12.94,0.007564,0.008478,0.06761,0.1222,0.007127,0.003669,206.9,24.3,121.9,160.2,333.2,404.4,521.8,511.7,33.4,32.75,Hip-Hop,144215.mp3
4.939,21070000.0,242100000.0,-443900000000000.0,-5101000000000000.0,-5.862e+16,1.87e+22,4.593e+16,5.278e+17,2.838e+25,1.903,1210.0,12070.0,51000000000.0,547100000000.0,5847000000000.0,3.224e+18,4962000000000.0,53070000000000.0,4.246e+21,2222.0,507.3,1504.0,195.7,0.5518,0.05712,-0.9234,0.004239,0.02614,0.04464,0.06391,0.04918,0.08723,0.05774,0.05459,0.0,0.201,0.3,0.167,0.1529,0.1059,0.08707,0.06541,0.06983,0.0603,0.0,-125.6,7.273,-0.06258,0.1602,-0.4161,6.293,2.307,1.346,0.9616,0.4132,-0.8866,-0.8084,-0.6321,44.52,6.76,1.375,1.801,1.474,3.968,2.477,2.031,1.742,1.565,1.602,1.88,1.576,0.4955,42.18,3660.0,351800.0,71830000.0,0.3257,30.12,1920.0,153100.0,26510000.0,31.33,75.64,-3.948,2.539,0.2862,0.1389,12.79,26.73,0.007095,0.009476,0.08403,0.1963,0.007565,0.003959,216.3,18.24,211.0,641.5,399.7,835.3,428.6,542.3,27.43,34.71,Hip-Hop,112487.mp3
5.689,3333000.0,37780000.0,-11110000000000.0,-125900000000000.0,-1428000000000000.0,7.405e+19,1134000000000000.0,1.285e+16,1.079e+23,1.492,1168.0,16220.0,7783000000.0,98170000000.0,1226000000000.0,7.783e+16,883100000000.0,11030000000000.0,1.389e+20,1065.0,33.43,1560.0,208.7,0.6518,0.04324,-0.8536,0.2461,-0.1704,-0.009176,0.04826,-0.03605,-0.02867,0.009258,-0.03222,0.0,0.2301,0.3788,0.256,0.2213,0.1627,0.159,0.1477,0.1427,0.13,0.0,-97.95,3.332,-0.239,-0.2809,0.3812,1.477,0.5185,2.248,1.419,0.06794,0.3567,0.4486,0.693,15.54,5.361,1.62,1.861,1.626,3.442,2.975,3.082,2.342,2.188,1.906,1.89,1.829,0.5675,59.95,3925.0,265600.0,61620000.0,0.297,27.73,1684.0,163100.0,21830000.0,65.3,56.25,-3.477,1.416,0.2019,0.1078,26.82,29.14,0.007065,0.01211,0.1974,0.2301,0.004831,0.002948,156.2,0.0,335.6,742.1,838.1,910.7,1042.0,868.3,66.68,55.57,Hip-Hop,017782.mp3
5.186,20570000.0,236600000.0,-423100000000000.0,-4867000000000000.0,-5.599e+16,1.74e+22,4.382e+16,5.041e+17,2.65e+25,1.144,1206.0,13960.0,49630000000.0,572600000000.0,6608000000000.0,3.062e+18,5164000000000.0,59580000000000.0,4.69e+21,1176.0,65.97,1522.0,191.2,0.5688,0.02715,-0.9439,0.1432,-0.1103,0.07763,-0.03005,0.03986,0.03353,-0.01379,0.07612,0.0,0.06636,0.3738,0.2129,0.1867,0.153,0.1217,0.1426,0.1265,0.1253,0.0,-105.3,5.007,-0.2591,-1.197,-1.565,3.272,0.9484,0.1981,0.2717,1.094,1.32,0.6483,-0.3423,19.63,4.474,1.816,1.803,1.817,4.925,3.223,3.096,2.307,2.179,1.941,1.849,1.793,0.5175,51.1,4114.0,355600.0,69000000.0,0.3082,18.43,1566.0,118700.0,21990000.0,36.49,36.33,-3.008,1.215,0.2123,0.103,13.2,10.43,0.008011,0.008885,0.08359,0.1038,0.005374,0.002828,203.3,22.37,194.4,232.5,412.6,325.8,655.2,414.9,41.93,26.55,Hip-Hop,110765.mp3
6.203,14020000.0,161900000.0,-196700000000000.0,-2271000000000000.0,-2.621e+16,5.517e+21,2.045e+16,2.36e+17,8.488e+24,1.199,1207.0,13290.0,33850000000.0,381700000000.0,4305000000000.0,1.424e+18,3432000000000.0,38690000000000.0,2.091e+21,1928.0,347.2,1582.0,187.5,0.6112,0.03496,-0.9416,0.2418,-0.0668,0.1052,0.05338,0.05237,-0.002763,0.04843,-0.03107,0.0,0.0632,0.2511,0.1926,0.1545,0.1349,0.1627,0.1547,0.1343,0.1121,0.0,-94.88,5.713,-0.3342,-0.5036,0.04773,0.6491,-2.372,-0.6312,-0.451,-0.05766,-0.1457,0.2344,0.2924,11.64,3.714,1.788,1.677,1.723,3.706,2.489,2.306,2.238,2.581,2.129,2.251,1.93,0.619,50.55,3772.0,344000.0,63370000.0,0.2246,15.61,1080.0,82840.0,15760000.0,51.11,45.36,-3.318,1.344,0.2706,0.1434,15.61,11.85,0.01147,0.01835,0.0959,0.09422,0.006813,0.003983,208.3,1.052e-12,261.1,339.5,487.8,370.4,691.8,432.7,44.27,27.69,Hip-Hop,075374.mp3
4.6,4377000.0,50430000.0,-19160000000000.0,-220800000000000.0,-2543000000000000.0,1.678e+20,1988000000000000.0,2.29e+16,2.565e+23,1.179,1209.0,15680.0,10590000000.0,129600000000.0,1582000000000.0,1.39e+17,1169000000000.0,14270000000000.0,2.393e+20,1015.0,41.6,1516.0,205.4,0.5728,0.04079,-0.9298,0.1591,-0.1367,0.01879,-0.09926,-0.01958,-0.0297,-0.01516,-0.01295,0.0,0.06899,0.3478,0.226,0.1857,0.155,0.1268,0.1487,0.1272,0.1175,0.0,-107.0,3.284,0.4526,-0.7277,-0.3366,2.31,3.085,1.571,1.817,0.843,1.161,0.3729,0.00111,18.85,5.311,1.63,1.668,1.44,3.701,3.244,2.622,2.585,2.069,1.997,1.968,1.768,0.46,54.56,4071.0,322000.0,63850000.0,0.2413,19.6,1565.0,122500.0,23590000.0,34.46,39.67,-3.66,1.389,0.1945,0.09803,14.75,12.07,0.004646,0.008592,0.09599,0.1086,0.004756,0.002745,162.2,46.65,170.5,281.2,460.9,377.2,685.8,428.7,43.89,27.43,Hip-Hop,026021.mp3
5.233,20560000.0,236600000.0,-422900000000000.0,-4865000000000000.0,-5.596e+16,1.739e+22,4.38e+16,5.039e+17,2.648e+25,1.53,1212.0,19710.0,49870000000.0,692100000000.0,9326000000000.0,3.076e+18,6252000000000.0,84190000000000.0,6.618e+21,1032.0,146.0,1546.0,236.6,0.559,0.07338,-0.8152,0.09396,-0.0998,0.05067,0.04426,0.05131,-0.06383,0.002409,0.04583,0.0,0.2853,0.5114,0.2412,0.2117,0.17,0.1495,0.1574,0.1283,0.1443,0.0,-108.3,2.53,-1.033,-1.551,-2.4,0.9764,-1.226,-0.3185,-0.857,0.09234,0.445,0.4059,-0.9283,21.4,6.184,2.245,2.094,2.386,5.574,3.911,3.264,2.972,2.785,2.224,2.241,2.205,0.5215,68.23,4654.0,262400.0,69570000.0,0.3621,33.4,2313.0,207000.0,30420000.0,70.23,69.78,-3.375,1.336,0.1921,0.1166,31.17,34.82,0.006734,0.01085,0.2129,0.2599,0.004645,0.00317,180.9,28.47,425.3,964.6,974.0,1088.0,1132.0,1011.0,72.47,64.69,Hip-Hop,110764.mp3
5.281,19010000.0,219100000.0,-361400000000000.0,-4166000000000000.0,-4.802e+16,1.374e+22,3.751e+16,4.324e+17,2.105e+25,1.537,1211.0,18980.0,46040000000.0,626200000000.0,8319000000000.0,2.626e+18,5663000000000.0,75190000000000.0,5.469e+21,1066.0,154.7,1520.0,190.5,0.5652,0.03574,-0.8138,0.02517,-0.08844,0.01867,-0.02161,-0.007696,0.01213,0.01452,0.005349,0.0,0.2412,0.3248,0.1969,0.1671,0.1488,0.1383,0.1316,0.1215,0.1154,0.0,-107.9,-0.3347,0.03714,-0.269,-0.4583,3.026,1.813,0.01901,0.0939,0.7608,0.6962,0.4845,-0.5535,25.49,6.616,1.809,1.773,1.601,4.338,3.691,2.942,2.782,2.395,1.904,2.069,1.828,0.5275,70.61,4751.0,303300.0,69900000.0,0.3179,28.14,1428.0,166200.0,22480000.0,80.19,94.33,-3.234,1.528,0.2002,0.1256,31.48,32.93,0.007397,0.01126,0.2202,0.2458,0.004763,0.003601,204.3,39.86,440.3,899.2,983.8,1029.0,1245.0,1000.0,79.65,64.02,Hip-Hop,107025.mp3
7.251,31770000.0,356400000.0,-1009000000000000.0,-1.132e+16,-1.27e+17,6.412e+22,1.019e+17,1.144e+18,9.056e+25,1.475,1198.0,12350.0,76140000000.0,819400000000.0,8803000000000.0,7.257e+18,7404000000000.0,79550000000000.0,9.413e+21,3521.0,136.0,1547.0,210.5,0.4575,0.04322,-0.9445,0.2795,-0.07273,-0.00249,0.09865,0.1023,0.02714,0.06326,0.07271,0.0,0.09612,0.3375,0.2489,0.1587,0.1362,0.1243,0.1406,0.1301,0.1191,0.0,-99.65,5.601,-0.467,-1.694,-0.5551,4.605,0.2992,-1.735,-0.4992,-0.09073,1.658,0.2139,-0.459,19.47,6.014,2.222,1.949,1.987,5.508,3.677,3.641,2.666,2.557,2.279,2.363,1.916,0.7239,44.0,3302.0,309700.0,60140000.0,0.3325,22.39,1647.0,137300.0,25420000.0,38.94,44.3,-3.355,1.319,0.3672,0.1648,14.2,14.9,0.01138,0.01302,0.09019,0.1289,0.009409,0.004666,96.09,0.3873,252.2,283.9,443.7,465.6,575.0,528.0,36.8,33.79,Hip-Hop,147021.mp3
4.635,31500000.0,353200000.0,-992300000000000.0,-1.113e+16,-1.247e+17,6.252e+22,1.002e+17,1.123e+18,8.811e+25,0.7792,1208.0,14820.0,76130000000.0,893400000000.0,10470000000000.0,7.194e+18,8034000000000.0,94110000000000.0,1.109e+22,896.7,27.14,1532.0,253.1,0.4977,0.03467,-0.9059,0.1514,-0.005851,0.116,0.02237,0.008269,0.0532,0.08903,0.08008,0.0,0.1889,0.4461,0.2967,0.2165,0.2107,0.1524,0.137,0.1506,0.1286,0.0,-108.5,10.18,-0.6416,-1.626,-0.5263,4.181,2.368,0.3718,0.3549,-0.1156,0.09698,-0.2591,-1.541,19.51,6.433,2.029,1.757,1.691,5.373,3.723,3.402,2.695,2.62,2.179,1.929,2.008,0.4616,52.07,4006.0,311000.0,67810000.0,0.219,29.3,2185.0,184400.0,29750000.0,42.24,40.39,-3.533,1.176,0.1843,0.07082,19.02,23.31,0.003858,0.003282,0.1206,0.1884,0.004566,0.001924,219.6,8.105,318.3,624.3,594.4,728.4,836.3,764.9,53.52,48.95,Hip-Hop,145742.mp3
6.037,4068000.0,46090000.0,-16550000000000.0,-187500000000000.0,-2124000000000000.0,1.346e+20,1688000000000000.0,1.912e+16,1.958e+23,0.5372,1202.0,3429.0,9782000000.0,69360000000.0,316100000000.0,1.194e+17,624300000000.0,2844000000000.0,4.37e+19,5231.0,102.3,1595.0,241.1,0.6246,0.02732,-0.9949,0.422,0.1781,0.1087,0.01282,-0.006204,0.01273,0.02606,0.01966,0.0,0.003701,0.2417,0.1261,0.117,0.08273,0.05322,0.04667,0.0387,0.04925,0.0,-123.0,17.79,3.871,0.6538,-0.6918,-3.483,-1.651,-4.658,-5.475,-4.059,0.3461,-3.211,0.346,10.61,5.712,1.599,1.555,1.328,4.004,2.901,2.81,2.745,2.87,1.707,1.84,1.282,0.6032,12.23,773.5,87090.0,15080000.0,0.1359,9.943,1185.0,136100.0,24700000.0,2.083,5.609,-3.328,1.037,0.4437,0.08648,1.981,0.9416,0.009045,0.01718,0.0147,0.01446,0.01377,0.002887,220.6,1.138e-12,24.02,29.18,61.92,29.43,139.5,76.61,8.93,4.903,Hip-Hop,024431.mp3
6.339,13390000.0,155300000.0,-179400000000000.0,-2080000000000000.0,-2.412e+16,4.805e+21,1.873e+16,2.172e+17,7.492e+24,1.276,1207.0,19890.0,32330000000.0,453800000000.0,6178000000000.0,1.299e+18,4086000000000.0,55630000000000.0,2.878e+21,1809.0,37.98,1597.0,178.8,0.5913,0.03518,-0.9135,-0.2654,-0.1385,-0.05431,-0.03189,-0.002153,-0.0524,-0.002575,0.006412,0.0,0.1059,0.2814,0.1985,0.1324,0.1272,0.1265,0.1238,0.1009,0.09718,0.0,-104.2,1.137,-0.9661,0.2705,0.2067,2.53,2.152,1.689,-1.297,0.5964,-0.4154,0.1932,1.287,15.17,3.661,1.451,1.506,1.431,4.095,2.21,2.166,1.648,1.839,1.442,1.576,1.698,0.6313,69.93,6019.0,389700.0,91600000.0,0.3013,21.62,1494.0,150500.0,17320000.0,23.39,39.29,-3.39,1.255,0.2609,0.07577,14.73,14.71,0.006146,0.007939,0.09453,0.1768,0.006477,0.002398,219.5,3.551,93.07,63.18,460.2,459.7,775.5,551.6,49.63,35.3,Hip-Hop,072782.mp3
3.201,13400000.0,155400000.0,-179600000000000.0,-2083000000000000.0,-2.415e+16,4.814e+21,1.875e+16,2.175e+17,7.507e+24,1.267,1228.0,17190.0,32920000000.0,420800000000.0,5342000000000.0,1.324e+18,3843000000000.0,48740000000000.0,2.491e+21,828.5,419.4,1499.0,194.6,0.6295,0.09795,-0.8122,0.3428,-0.4131,-0.02001,0.02787,0.0307,-0.00287,0.03208,0.05975,0.0,0.2927,0.3825,0.3282,0.2618,0.2028,0.2178,0.1904,0.1366,0.1161,0.0,-136.2,-6.521,-0.3235,0.9533,-0.7305,7.834,5.447,2.44,4.891,-1.499,3.872,-0.6558,0.6504,28.6,7.696,1.564,1.412,1.339,7.635,3.929,2.676,3.044,2.72,2.217,2.027,1.639,0.3196,54.42,2713.0,140300.0,34440000.0,0.3519,33.67,1870.0,163700.0,32010000.0,44.29,76.39,-3.83,1.787,0.1766,0.1513,29.9,38.9,0.006817,0.01606,0.1702,0.232,0.00445,0.004112,91.22,21.8,723.4,1279.0,934.3,1216.0,1103.0,1239.0,70.61,79.32,Hip-Hop,072784.mp3
4.553,16810000.0,193500000.0,-282700000000000.0,-3253000000000000.0,-3.745e+16,9.505e+21,2.929e+16,3.372e+17,1.449e+25,1.673,1079.0,14000.0,36270000000.0,444100000000.0,5420000000000.0,1.829e+18,4003000000000.0,48850000000000.0,3.146e+21,897.0,304.0,1593.0,249.9,0.5704,0.07188,-0.8823,0.2121,-0.1338,-0.06396,-0.02831,0.06923,0.002894,0.001823,0.006327,0.0,0.1537,0.4198,0.2844,0.2328,0.1422,0.1277,0.1287,0.1286,0.1282,0.0,-108.4,3.161,-0.001404,-0.7158,-0.2878,1.795,0.9684,0.6139,2.361,-0.3582,0.1493,-0.1619,-0.9531,24.57,5.656,2.115,1.852,1.951,4.598,2.646,2.924,3.362,2.725,2.05,1.979,2.002,0.4542,58.53,4088.0,308200.0,67020000.0,0.2419,23.94,1741.0,169100.0,26400000.0,58.45,58.94,-4.114,1.554,0.1734,0.0888,22.38,20.78,0.003688,0.005117,0.1749,0.2038,0.004287,0.002362,198.9,41.57,244.3,366.4,699.3,649.4,937.3,713.4,59.99,45.66,Hip-Hop,091319.mp3
3.079,10710000.0,124000000.0,-114700000000000.0,-1328000000000000.0,-1.537e+16,2.456e+21,1.195e+16,1.384e+17,3.81e+24,0.8174,1209.0,10770.0,25900000000.0,264600000000.0,2670000000000.0,8.322e+17,2386000000000.0,24080000000000.0,9.927e+20,590.1,117.8,1567.0,207.8,0.631,0.02959,-0.9531,0.4759,-0.02558,0.2131,-0.01378,0.03704,0.0471,0.05185,0.006757,0.0,0.1018,0.3725,0.2361,0.1655,0.1711,0.1207,0.1181,0.1146,0.09718,0.0,-113.3,13.13,-1.39,-1.379,-0.9198,3.059,0.4199,0.5671,-0.3532,-1.366,0.3397,0.1322,-0.5774,16.46,5.76,1.72,1.808,1.7,3.663,2.565,2.298,2.107,1.717,1.973,1.733,1.712,0.3071,36.78,2295.0,195600.0,35210000.0,0.2086,21.38,1725.0,120200.0,24050000.0,41.53,39.25,-3.852,1.411,0.1425,0.08819,14.24,13.36,0.003425,0.009097,0.08389,0.1127,0.003576,0.002416,115.3,38.29,297.0,399.4,444.9,417.4,561.1,483.9,35.91,30.97,Hip-Hop,060474.mp3
4.152,4373000.0,50380000.0,-19130000000000.0,-220300000000000.0,-2538000000000000.0,1.673e+20,1984000000000000.0,2.285e+16,2.558e+23,1.23,1208.0,12780.0,10570000000.0,116800000000.0,1288000000000.0,1.386e+17,1054000000000.0,11630000000000.0,1.947e+20,883.7,60.75,1597.0,206.5,0.6459,0.04898,-0.9297,0.4863,-0.118,-0.02849,-0.1151,-0.1372,-0.08618,-0.05052,-0.0001365,0.0,0.07032,0.3779,0.2548,0.2176,0.1652,0.1238,0.1076,0.1186,0.1105,0.0,-107.9,6.661,1.434,-0.4917,-0.3178,-3.766,2.415,3.621,-2.135,-0.7958,0.8518,-0.2833,-0.65,13.91,5.294,1.603,1.891,2.639,3.859,2.338,2.259,2.687,1.978,1.769,1.881,2.023,0.4144,44.57,2804.0,242200.0,46080000.0,0.2735,20.14,1770.0,140600.0,28040000.0,67.88,55.5,-3.781,1.587,0.1806,0.1206,19.05,13.23,0.005884,0.01284,0.1266,0.1035,0.004455,0.003318,188.1,2.292,459.6,527.3,595.2,413.5,781.5,466.3,50.01,29.84,Hip-Hop,026020.mp3
4.638,21040000.0,241800000.0,-442800000000000.0,-5089000000000000.0,-5.849e+16,1.864e+22,4.582e+16,5.267e+17,2.829e+25,0.9347,1182.0,14360.0,49740000000.0,588100000000.0,6948000000000.0,3.14e+18,5295000000000.0,62560000000000.0,5.041e+21,700.7,83.64,1551.0,195.0,0.5424,0.02516,-0.9238,0.3054,-0.04921,0.05394,-0.01927,0.01889,-0.03362,-0.0443,-0.02819,0.0,0.09566,0.3284,0.2106,0.1607,0.1408,0.143,0.1304,0.1081,0.08954,0.0,-102.1,4.973,-0.1896,-0.4034,-0.6328,0.159,-0.1156,1.767,1.946,0.2002,0.9177,-0.1142,-0.5561,37.57,4.143,1.801,2.053,1.429,3.565,2.632,3.037,2.027,2.056,1.773,1.856,1.707,0.4631,52.43,3707.0,324800.0,62010000.0,0.2107,17.15,1344.0,102300.0,18780000.0,58.27,44.7,-3.733,1.26,0.1683,0.07474,18.28,13.7,0.003271,0.004046,0.1236,0.1178,0.004086,0.002041,175.6,15.09,261.0,391.6,571.3,428.0,800.3,456.4,51.22,29.21,Hip-Hop,112468.mp3
9.018,17610000.0,202100000.0,-310300000000000.0,-3560000000000000.0,-4.086e+16,1.093e+22,3.206e+16,3.679e+17,1.652e+25,2.076,1205.0,15820.0,42460000000.0,522100000000.0,6394000000000.0,2.244e+18,4710000000000.0,57660000000000.0,3.877e+21,2592.0,316.4,1529.0,242.0,0.5783,0.03415,-0.8832,0.231,-0.09052,0.01494,-0.0003051,0.04721,-0.002635,0.04976,0.06698,0.0,0.1591,0.4052,0.2356,0.1936,0.1844,0.1578,0.139,0.1425,0.1268,0.0,-87.42,4.989,-0.69,-0.1414,-0.6803,1.391,0.1143,-0.6383,0.877,-0.6266,-0.4941,-0.6253,-1.46,18.64,6.206,2.169,1.832,1.763,4.826,3.054,3.033,2.24,2.261,2.057,2.108,1.983,0.9019,57.43,3877.0,304300.0,61940000.0,0.4385,22.99,1681.0,134500.0,24220000.0,70.8,62.28,-2.811,1.333,0.3203,0.1536,23.95,21.17,0.01649,0.01701,0.164,0.1712,0.007727,0.004345,149.7,42.5,382.6,608.3,748.6,661.6,963.3,631.0,61.65,40.38,Hip-Hop,096675.mp3
