@RELATION ./Datasets/MP3/swap.arff

@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_0" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_1" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_10" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_11" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_12" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_2" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_3" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_4" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_5" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_6" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_7" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_8" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_9" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_0" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_1" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_10" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_11" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_12" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_2" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_3" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_4" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_5" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_6" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_7" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_8" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_9" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
-127.5,1.948,0.04479,-0.5662,-0.1056,3.892,2.04,0.3411,1.249,0.7026,0.7639,-0.9889,-0.2666,2.463,-127.2,1.823,0.07088,-0.5289,-0.0878,3.947,2.058,0.327,1.251,0.6876,0.7619,-1.065,-0.2458,1272.0,17.8,?,?,?,39.37,20.46,?,?,?,?,?,?,368.1,'[\'Hip-Hop\']',019438.mp3
-112.8,3.024,0.2862,-0.1512,-0.4363,8.667,3.133,1.105,1.113,-0.2334,0.3112,0.935,0.7104,?,-112.0,3.224,0.3825,-0.1072,-0.4761,8.77,3.055,1.059,1.135,-0.1924,0.3309,0.9224,0.7778,1120.0,?,?,?,?,87.59,30.44,?,?,?,?,?,?,121.9,'[\'Hip-Hop\']',144215.mp3
-125.6,7.273,-0.06258,0.1602,-0.4161,6.293,2.307,1.346,0.9616,0.4132,-0.8866,-0.8084,-0.6321,?,-126.7,7.063,-0.07563,0.1131,-0.4432,6.252,2.307,1.358,0.9755,0.3947,-0.8893,-0.7858,-0.6068,1267.0,?,?,?,?,62.38,22.93,?,?,?,8.735,7.613,?,211.0,'[\'Hip-Hop\']',112487.mp3
-97.95,3.332,-0.239,-0.2809,0.3812,1.477,0.5185,2.248,1.419,0.06794,0.3567,0.4486,0.693,2.42,-97.32,3.48,-0.2438,-0.3208,0.3868,1.528,0.4738,2.201,1.456,0.1197,0.3989,0.4285,0.7488,973.1,34.39,?,?,?,?,?,21.78,14.36,?,?,?,?,335.6,'[\'Hip-Hop\']',017782.mp3
-105.3,5.007,-0.2591,-1.197,-1.565,3.272,0.9484,0.1981,0.2717,1.094,1.32,0.6483,-0.3423,?,-105.1,5.087,-0.271,-1.21,-1.607,3.342,0.8884,0.1627,0.2069,1.05,1.357,0.6703,-0.3403,1051.0,50.68,?,11.97,15.97,33.05,?,?,?,?,13.42,?,?,194.4,'[\'Hip-Hop\']',110765.mp3
-94.88,5.713,-0.3342,-0.5036,0.04773,0.6491,-2.372,-0.6312,-0.451,-0.05766,-0.1457,0.2344,0.2924,1.331,-94.32,5.579,-0.3829,-0.5252,0.04787,0.5448,-2.367,-0.6667,-0.5008,-0.05825,-0.1183,0.1809,0.2753,943.2,55.67,?,?,?,?,23.54,?,?,?,?,?,?,261.1,'[\'Hip-Hop\']',075374.mp3
-107.0,3.284,0.4526,-0.7277,-0.3366,2.31,3.085,1.571,1.817,0.843,1.161,0.3729,0.00111,?,-106.6,3.505,0.3533,-0.874,-0.2521,2.408,2.89,1.575,1.822,0.9359,1.066,0.2857,0.1221,1066.0,34.62,?,?,?,?,28.72,15.52,?,?,10.48,?,?,170.5,'[\'Hip-Hop\']',026021.mp3
-108.3,2.53,-1.033,-1.551,-2.4,0.9764,-1.226,-0.3185,-0.857,0.09234,0.445,0.4059,-0.9283,?,-108.0,2.693,-1.019,-1.569,-2.325,1.015,-1.38,-0.3002,-0.8888,-0.01612,0.4665,0.4615,-0.9071,1080.0,?,9.906,15.53,23.13,?,?,?,?,?,?,?,?,425.3,'[\'Hip-Hop\']',110764.mp3
-107.9,-0.3347,0.03714,-0.269,-0.4583,3.026,1.813,0.01901,0.0939,0.7608,0.6962,0.4845,-0.5535,?,-107.6,-0.5169,-0.007235,-0.3056,-0.4986,2.899,1.858,0.06892,0.1412,0.7708,0.6685,0.5047,-0.6068,1076.0,?,?,?,?,28.67,?,?,?,?,?,?,?,440.3,'[\'Hip-Hop\']',107025.mp3
-99.65,5.601,-0.467,-1.694,-0.5551,4.605,0.2992,-1.735,-0.4992,-0.09073,1.658,0.2139,-0.459,?,-99.51,5.346,-0.4204,-1.744,-0.6099,4.686,0.4668,-1.838,-0.5289,-0.03182,1.726,0.2568,-0.4013,995.0,53.1,?,17.34,?,46.51,?,17.94,?,?,17.11,?,?,252.2,'[\'Hip-Hop\']',147021.mp3
-108.5,10.18,-0.6416,-1.626,-0.5263,4.181,2.368,0.3718,0.3549,-0.1156,0.09698,-0.2591,-1.541,1.422,-108.4,10.2,-0.6831,-1.616,-0.5587,4.235,2.41,0.4509,0.3896,-0.1011,0.04937,-0.234,-1.62,1084.0,101.8,?,16.07,?,?,?,?,?,?,?,?,16.07,318.3,'[\'Hip-Hop\']',145742.mp3
-123.0,17.79,3.871,0.6538,-0.6918,-3.483,-1.651,-4.658,-5.475,-4.059,0.3461,-3.211,0.346,?,-122.9,17.79,3.875,0.695,-0.6978,-3.52,-1.545,-4.611,-5.448,-4.07,0.3903,-3.18,0.3208,1229.0,177.8,38.72,?,6.843,34.97,15.16,46.02,54.41,40.59,?,31.75,?,24.02,'[\'Hip-Hop\']',024431.mp3
-104.2,1.137,-0.9661,0.2705,0.2067,2.53,2.152,1.689,-1.297,0.5964,-0.4154,0.1932,1.287,0.8275,-103.6,1.107,-1.014,0.275,0.2182,2.423,2.191,1.666,-1.31,0.5874,-0.4199,0.1915,1.257,1036.0,?,10.03,?,?,?,21.79,16.46,13.0,?,?,?,12.45,93.07,'[\'Hip-Hop\']',072782.mp3
-136.2,-6.521,-0.3235,0.9533,-0.7305,7.834,5.447,2.44,4.891,-1.499,3.872,-0.6558,0.6504,?,-135.9,-6.509,-0.3325,0.9668,-0.71,7.995,5.517,2.468,4.924,-1.503,3.863,-0.6565,0.6657,1359.0,64.65,?,9.559,?,79.6,55.06,24.54,49.14,?,38.57,?,?,723.4,'[\'Hip-Hop\']',072784.mp3
-108.4,3.161,-0.001404,-0.7158,-0.2878,1.795,0.9684,0.6139,2.361,-0.3582,0.1493,-0.1619,-0.9531,?,-106.6,3.184,0.116,-0.6458,-0.1583,1.636,0.9067,0.587,2.373,-0.4107,0.1681,-0.1586,-0.9201,1066.0,?,?,?,?,?,?,?,?,?,?,?,?,244.3,'[\'Hip-Hop\']',091319.mp3
-113.3,13.13,-1.39,-1.379,-0.9198,3.059,0.4199,0.5671,-0.3532,-1.366,0.3397,0.1322,-0.5774,1.134,-112.7,13.16,-1.458,-1.344,-0.8862,3.21,0.5104,0.5956,-0.3504,-1.4,0.4451,0.159,-0.6848,1127.0,131.5,14.47,13.31,?,?,?,?,?,13.89,?,?,?,297.0,'[\'Hip-Hop\']',060474.mp3
-107.9,6.661,1.434,-0.4917,-0.3178,-3.766,2.415,3.621,-2.135,-0.7958,0.8518,-0.2833,-0.65,1.832,-107.3,6.744,1.431,-0.4186,-0.1498,-3.865,2.369,3.589,-2.169,-0.8725,0.8156,-0.3326,-0.7292,1073.0,67.24,14.22,?,?,38.46,23.58,35.83,?,?,?,?,?,459.6,'[\'Hip-Hop\']',026020.mp3
-102.1,4.973,-0.1896,-0.4034,-0.6328,0.159,-0.1156,1.767,1.946,0.2002,0.9177,-0.1142,-0.5561,?,-100.9,4.942,-0.245,-0.4502,-0.6115,0.1107,-0.1282,1.708,1.964,0.2022,0.8876,-0.09547,-0.5449,1009.0,49.24,?,?,5.945,?,?,?,19.53,?,?,?,?,261.0,'[\'Hip-Hop\']',112468.mp3
-87.42,4.989,-0.69,-0.1414,-0.6803,1.391,0.1143,-0.6383,0.877,-0.6266,-0.4941,-0.6253,-1.46,?,-87.34,5.057,-0.6661,-0.1015,-0.6879,1.365,0.1434,-0.6192,0.8732,-0.637,-0.4123,-0.5437,-1.393,873.2,50.19,?,?,?,?,?,?,?,?,?,?,13.8,382.6,'[\'Hip-Hop\']',096675.mp3
-94.99,3.954,-1.315,-0.8616,-1.541,2.178,0.7304,-2.079,0.7404,0.1471,0.818,-0.9541,-0.4577,?,-94.74,3.939,-1.27,-0.7793,-1.467,2.282,0.6098,-2.098,0.7237,0.1547,0.8426,-0.9588,-0.458,947.4,38.99,12.55,?,14.57,?,?,?,?,?,?,?,?,291.3,'[\'Hip-Hop\']',128494.mp3
-103.6,6.251,0.4825,-0.2604,-1.562,2.687,1.992,2.229,0.1432,-0.3685,-0.7777,0.3969,0.1815,?,-100.6,6.41,0.5043,-0.2797,-1.448,2.645,1.854,2.052,-0.08373,-0.4141,-0.8021,0.3603,0.1441,1006.0,64.02,?,?,14.4,26.36,18.45,20.42,?,?,7.889,?,?,152.6,'[\'Hip-Hop\']',043911.mp3
-108.7,8.697,0.5148,-1.277,0.5098,-0.6941,-0.6653,2.185,-0.02105,0.7181,0.9613,-0.09305,-0.6851,1.329,-108.2,8.811,0.5372,-1.29,0.4492,-0.7795,-0.7091,2.162,-0.05119,0.659,0.93,-0.1428,-0.6131,1082.0,87.96,?,12.72,?,?,?,21.46,?,?,?,?,?,358.2,'[\'Hip-Hop\']',114050.mp3
-107.0,1.405,0.6434,0.05135,-0.5177,1.4,0.6279,0.5831,2.278,0.7386,0.4956,0.3106,-0.2857,3.047,-107.5,1.506,0.6542,0.06034,-0.5827,1.533,0.5982,0.5786,2.388,0.7779,0.4576,0.2761,-0.2599,1075.0,?,?,?,?,?,?,?,23.74,?,?,?,?,315.6,'[\'Hip-Hop\']',007482.mp3
-94.98,-0.411,-0.1049,-0.949,-0.9901,2.35,-1.095,-0.4017,-0.1252,0.2986,0.6202,0.1835,-0.3707,3.45,-94.84,-0.42,-0.147,-0.9033,-1.006,2.34,-1.106,-0.3362,-0.1232,0.3016,0.6064,0.1572,-0.4066,948.3,?,?,?,?,22.97,?,?,?,?,?,?,?,411.9,'[\'Hip-Hop\']',013747.mp3
-111.4,9.282,-0.2267,-0.2669,-0.4078,7.98,0.5911,-0.4722,-0.5691,-0.3767,-1.735,-0.6417,-1.1,0.4567,-111.6,8.857,-0.2119,-0.3623,-0.4054,7.802,0.5977,-0.4112,-0.5504,-0.3633,-1.626,-0.4973,-0.9835,1115.0,88.38,?,?,?,77.97,?,?,?,?,?,?,?,133.1,'[\'Hip-Hop\']',138217.mp3
-105.3,2.274,-0.276,-0.6172,-0.9455,0.01922,-0.2627,1.485,1.176,0.7238,1.283,0.4258,-0.5669,?,-105.0,2.291,-0.258,-0.5496,-0.9328,-0.1668,-0.1749,1.572,1.271,0.7484,1.323,0.3759,-0.5806,1050.0,?,?,?,9.087,?,?,?,?,?,13.04,?,?,362.0,'[\'Hip-Hop\']',014386.mp3
-114.7,-1.931,-0.491,-0.1678,0.6364,3.384,-1.421,-0.4234,5.065,4.713,2.424,-0.6521,-2.217,1.241,-114.3,-1.996,-0.5016,-0.1665,0.6758,3.331,-1.439,-0.4182,5.033,4.684,2.43,-0.6463,-2.23,1143.0,?,?,?,?,33.17,14.01,?,50.21,46.76,24.22,?,22.21,225.5,'[\'Hip-Hop\']',146683.mp3
-114.2,8.732,-0.2578,-1.408,-0.2057,3.715,-0.721,0.7369,-1.055,1.156,0.02042,1.156,-0.7355,1.388,-114.1,8.652,-0.2631,-1.415,-0.2388,3.611,-0.7319,0.7408,-1.02,1.167,0.08078,1.196,-0.7152,1141.0,86.27,?,14.03,?,?,?,?,?,?,?,11.74,?,259.8,'[\'Hip-Hop\']',070657.mp3
-118.9,4.912,0.6497,-0.006024,-0.3984,3.953,2.151,1.486,0.742,0.9793,1.03,-0.4813,0.293,?,-117.4,4.983,0.6463,0.04779,-0.4456,3.986,2.103,1.509,0.878,1.015,0.9927,-0.482,0.3993,1174.0,49.49,6.239,?,?,39.67,20.84,?,?,?,9.744,?,?,294.1,'[\'Hip-Hop\']',012526.mp3
-102.5,9.705,-0.5164,-0.1405,-0.1741,4.485,-1.569,-0.4441,-1.156,0.4758,-1.332,-1.372,-0.9716,1.47,-102.4,9.82,-0.5168,-0.2161,-0.161,4.237,-1.45,-0.3097,-1.268,0.4528,-1.254,-1.331,-0.9694,1024.0,98.07,?,?,?,42.18,?,?,?,?,12.4,13.06,?,339.3,'[\'Hip-Hop\']',014541.mp3
-109.9,5.758,0.4881,0.1394,-0.1537,1.137,-3.285,-0.8812,-3.359,0.3478,-0.7004,-0.9523,-0.6621,?,-110.0,5.82,0.503,0.1554,-0.1529,1.225,-3.377,-0.9492,-3.368,0.3219,-0.6499,-0.9704,-0.607,1100.0,?,?,?,?,?,33.64,?,33.61,?,?,9.574,?,187.4,'[\'Hip-Hop\']',134825.mp3
-106.7,-1.369,-0.2253,0.4513,-0.5349,2.869,1.3,1.143,1.071,-0.4007,0.4744,-0.06844,-0.5189,?,-106.7,-1.385,-0.2565,0.455,-0.5353,2.876,1.315,1.152,1.068,-0.387,0.4444,-0.0417,-0.5309,1066.0,?,?,?,5.213,28.45,12.84,?,10.53,?,?,?,?,629.4,'[\'Hip-Hop\']',029602.mp3
-86.19,4.903,-0.2312,0.02824,-0.4223,5.243,-0.3646,-0.5613,-0.3164,-1.517,-1.085,-1.277,-0.04001,1.66,-86.07,4.873,-0.2519,-0.008166,-0.4381,5.234,-0.2691,-0.5364,-0.2804,-1.504,-1.047,-1.266,-0.04804,860.7,48.54,?,?,?,52.22,?,?,?,14.89,?,12.57,?,214.9,'[\'Hip-Hop\']',016878.mp3
-96.85,0.9046,-1.483,-1.779,-1.692,1.21,-3.17,-1.672,-1.967,-2.108,-1.913,-0.7934,-1.648,1.673,-96.21,0.7942,-1.527,-1.843,-1.788,0.6685,-3.254,-1.717,-2.068,-2.255,-2.029,-0.8136,-1.727,962.0,?,15.12,?,?,?,32.46,?,?,?,?,?,?,256.4,'[\'Hip-Hop\']',086678.mp3
-99.88,5.358,0.2193,-0.7586,-0.2763,3.89,1.628,0.8109,-0.1233,0.9804,-0.4978,0.9714,-0.09218,1.765,-99.89,5.49,0.2318,-0.765,-0.2817,3.833,1.704,0.8189,-0.1551,0.9397,-0.4945,0.9598,-0.1007,998.7,54.66,?,?,?,37.92,?,?,?,?,?,?,?,326.7,'[\'Hip-Hop\']',146147.mp3
-95.67,2.42,0.2193,-0.9047,-0.626,4.168,0.6956,-0.5547,1.207,0.6331,0.7868,-0.5638,-0.4278,3.825,-95.07,2.726,0.04299,-0.9868,-0.6908,4.074,0.5827,-0.5585,1.168,0.5896,0.7777,-0.4945,-0.4102,950.6,?,?,9.667,?,40.54,?,?,11.46,?,?,?,?,527.4,'[\'Hip-Hop\']',011299.mp3
-104.4,0.9781,-0.1319,-0.691,-0.8613,-3.02,-0.9472,-0.239,1.419,0.447,-0.8322,0.5574,0.9785,2.104,-104.1,0.8173,-0.3182,-0.7597,-0.8885,-3.126,-1.072,-0.24,1.475,0.6104,-0.9353,0.5073,1.016,1041.0,?,?,?,?,30.72,?,?,?,?,?,?,?,336.2,'[\'Hip-Hop\']',142086.mp3
-87.83,6.292,-1.656,-0.6954,-2.818,0.7517,-1.595,-0.6532,-0.4466,-1.085,0.1874,-1.376,-1.321,1.528,-87.15,6.431,-1.623,-0.6956,-2.81,0.577,-1.658,-0.5063,-0.485,-1.094,0.2364,-1.416,-1.349,871.4,64.09,?,?,27.99,?,?,?,?,?,?,?,13.21,444.7,'[\'Hip-Hop\']',110768.mp3
-144.4,15.73,-0.1447,-0.997,-0.9261,-0.4154,4.911,3.274,1.439,1.556,0.1483,0.3742,0.4043,?,-146.9,15.99,-0.1721,-0.952,-0.8841,0.2572,4.909,3.241,1.522,1.588,0.2073,0.399,0.2976,1469.0,159.6,?,9.379,8.758,?,48.96,32.3,15.1,15.77,?,?,?,197.6,'[\'Hip-Hop\']',010697.mp3
-98.58,-0.8694,-1.052,-1.492,-1.385,2.621,1.446,0.6641,0.1795,0.9346,0.6453,0.5602,-0.8246,2.494,-98.01,-0.9436,-1.066,-1.522,-1.361,2.584,1.527,0.7173,0.2366,1.003,0.6171,0.5703,-0.8163,980.0,?,10.46,15.09,13.46,?,?,?,?,9.801,?,?,?,464.5,'[\'Hip-Hop\']',075373.mp3
-120.7,8.969,-1.254,0.6883,-0.1211,3.153,1.668,-0.1908,-2.236,-3.633,-4.421,-2.321,-2.022,0.796,-121.4,9.068,-1.274,0.6688,-0.1218,3.107,1.604,-0.09736,-2.124,-3.545,-4.411,-2.361,-1.998,1214.0,90.6,12.59,?,?,30.96,?,?,?,35.39,44.07,23.49,19.82,345.8,'[\'Folk\']',068838.mp3
-87.3,8.643,-1.268,-1.217,-0.8038,0.6985,1.99,-2.197,1.299,-1.613,-0.8508,-1.103,-0.3321,1.826,-87.19,8.804,-1.289,-1.164,-0.8851,0.6383,2.01,-2.198,1.258,-1.64,-0.8496,-1.083,-0.3169,871.8,88.0,12.76,11.55,?,?,?,21.87,?,16.28,?,?,?,313.6,'[\'Folk\']',011508.mp3
-110.9,13.74,1.014,-0.2129,-1.467,-4.758,-2.874,-3.901,-2.559,-3.446,-3.77,-2.8,-0.8076,0.8013,-110.1,13.79,1.005,-0.1646,-1.346,-4.912,-2.778,-3.645,-2.548,-3.411,-3.705,-2.918,-0.9424,1101.0,137.8,?,?,?,48.97,27.66,?,25.35,34.03,36.98,?,?,490.4,'[\'Folk\']',012053.mp3
-94.01,1.13,-0.6717,-0.0564,-1.125,1.94,4.151,-0.4316,1.539,-0.09806,0.0301,1.086,-1.593,?,-92.3,0.9238,-0.6357,-0.1234,-1.157,1.986,4.182,-0.3484,1.525,-0.03952,0.01514,1.035,-1.605,923.0,?,?,?,11.51,19.78,41.79,?,?,?,?,?,16.0,269.3,'[\'Folk\']',088870.mp3
-109.9,12.36,0.5942,-1.789,-1.364,5.342,0.3135,0.3838,0.1545,-3.169,-0.7371,-0.7161,0.3555,0.934,-109.4,12.36,0.6233,-1.849,-1.416,5.393,0.2736,0.3158,0.1552,-3.3,-0.8374,-0.8152,0.3096,1094.0,123.5,?,18.43,?,53.87,?,?,?,32.95,?,?,?,222.8,'[\'Folk\']',049845.mp3
-144.1,13.05,-0.7625,-0.6893,0.2916,1.857,1.95,0.5538,0.7088,-0.4255,-0.1867,-1.5,-1.583,0.8063,-142.3,12.87,-0.55,-0.7553,0.5558,1.667,1.957,0.6417,1.019,-0.2674,-0.2142,-1.551,-1.542,1423.0,128.6,?,?,?,?,?,?,?,?,?,?,?,387.4,'[\'Folk\']',003832.mp3
-92.08,2.774,-1.396,-1.071,-1.813,3.506,-0.4203,-0.08938,0.7158,-0.7201,0.2081,-0.5344,0.1362,2.486,-91.92,2.761,-1.447,-1.142,-1.865,3.541,-0.4961,-0.03609,0.904,-0.7462,0.3328,-0.5403,0.2519,919.2,27.35,?,?,18.48,?,?,?,?,?,?,?,?,478.3,'[\'Folk\']',089484.mp3
